j._k._rowling_harry_potter 	NP 	J._K._Rowling_Harry_Potter
maior 	AQ 	maior
, 	Fc 	,
mas 	CC 	mas
em 	SP 	em
frente 	NC 	frente
estar 	VMI 	estava
um 	DI 	uma
montra 	NC 	montra
tétrico 	AQ 	tétrica
de 	SP 	de
cabeça 	NC 	cabeças
encolher 	VMP 	encolhidas
e 	CC 	e
2 	Z 	duas
porta 	NC 	portas
abaixo 	RG 	abaixo
poder 	VMI 	podia
ver 	VMN 	ver
se 	PP 	se
um 	DI 	uma
enorme 	AQ 	enorme
caixa 	NC 	caixa
vivo 	AQ 	viva
cheio 	AQ 	cheia
de 	SP 	de
gigantesco 	AQ 	gigantescas
aranha 	NC 	aranhas
preto 	AQ 	pretas
. 	Fp 	.
2 	Z 	Dois
feiticeiro 	NC 	feiticeiros
com 	SP 	com
aspecto 	NC 	aspecto
pobre 	AQ 	pobre
observar 	VMI 	observavam
o 	PP 	o
de 	SP 	de
o 	DA 	a
sombra 	NC 	sombra
de 	SP 	de
um 	DI 	uma
porta 	NC 	porta
, 	Fc 	,
murmurar 	VMG 	murmurando
entre 	SP 	entre
si 	PP 	si
. 	Fp 	.
sentir 	VMG 	Sentindo
se 	PP 	se
nervoso 	AQ 	nervoso
, 	Fc 	,
harry 	NP 	Harry
pôr 	VMI 	pôs
se 	PP 	se
o 	DA 	a
caminho 	NC 	caminho
, 	Fc 	,
tentar 	VMG 	tentando
agarrar 	VMN 	agarrar
o 	DA 	os
óculo 	NC 	óculos
a 	SP 	a
direito 	NC 	direito
e 	CC 	e
não 	RN 	não
desistir 	VMG 	desistindo
de 	SP 	de
o 	DA 	a
esperança 	NC 	esperança
de 	SP 	de
encontrar 	VMN 	encontrar
maneira 	NC 	maneira
de 	SP 	de
sair 	VMN 	sair
de 	SP 	de
ali 	RG 	ali
. 	Fp 	.
por 	SP 	Por
um 	DI 	um
cartaz 	NC 	cartaz
de 	SP 	de
madeira 	NC 	madeira
, 	Fc 	,
pendurar 	VMP 	pendurado
em 	SP 	em
o 	DA 	a
rua 	NC 	rua
, 	Fc 	,
indicar 	VMG 	indicando
um 	DI 	uma
loja 	NC 	loja
de 	SP 	de
venda 	NC 	venda
de 	SP 	de
vela 	NC 	velas
envenenar 	VMP 	envenenadas
, 	Fc 	,
ficar 	VMI 	ficou
a 	SP 	a
saber 	VMN 	saber
que 	CS 	que
se 	PP 	se
encontrar 	VMI 	encontrava
em 	SP 	em
o 	DA 	a
rua 	NP 	Rua
* 	Fz 	*
_ 	Fz 	_
bativolta 	NP 	Bativolta
* 	Fz 	*
, 	Fc 	,
mas 	CC 	mas
isso 	PD 	isso
não 	RN 	não
o 	PP 	o
ajudar 	VMI 	ajudou
pois 	CS 	pois
harry 	NP 	Harry
nunca 	RG 	nunca
ouvir 	VMI 	ouvira
falar 	VMN 	falar
em 	SP 	em
tal 	DI 	tal
lugar 	NC 	lugar
. 	Fp 	.
calcular 	VMI 	Calculou
que 	CS 	que
não 	RN 	não
ter 	VMI 	tinha
pronunciar 	VMP 	pronunciado
bem 	RG 	bem
o 	DA 	as
palavra 	NC 	palavras
com 	SP 	com
o 	DA 	a
boca 	NC 	boca
cheio 	AQ 	cheia
de 	SP 	de
cinza 	NC 	cinzas
em 	SP 	em
o 	DA 	a
lareira 	NC 	lareira
de 	SP 	de
o 	DA 	os
weasley 	NP 	Weasley
. 	Fp 	.
tentar 	VMG 	Tentando
manter 	VMN 	manter
o 	DA 	a
calma 	NC 	calma
perguntar 	VMI 	perguntou
a 	SP 	a
si 	PP 	si
mesmo 	RG 	mesmo
o 	PD 	o
que 	PR 	que
haver 	VMI 	havia
de 	SP 	de
fazer 	VMN 	fazer
. 	Fp 	.
- 	Fg 	-
não 	RN 	Não
estar 	VMI 	estás
perder 	VMP 	perdido
, 	Fc 	,
pois 	CS 	pois
não 	RN 	não
, 	Fc 	,
meu 	DP 	meu
menino 	NC 	menino
? 	Fit 	?
- 	Fg 	-
perguntar 	VMI 	perguntou
um 	DI 	uma
voz 	NC 	voz
, 	Fc 	,
mesmo 	RG 	mesmo
junto 	RG 	junto
de 	SP 	de
o 	DA 	o
seu 	DP 	seu
ouvido 	NC 	ouvido
, 	Fc 	,
que 	PR 	que
o 	PP 	o
fazer 	VMI 	fez
dar 	VMN 	dar
um 	DI 	um
salto 	NC 	salto
. 	Fp 	.
um 	DI 	Uma
bruxo 	NC 	bruxa
idoso 	AQ 	idosa
estar 	VMI 	estava
em 	SP 	em
o 	DA 	a
seu 	DP 	sua
frente 	NC 	frente
, 	Fc 	,
segurar 	VMG 	segurando
um 	DI 	um
tabuleiro 	NC 	tabuleiro
de 	SP 	de
um 	DI 	uma
coisa 	NC 	coisa
que 	PR 	que
se 	PP 	se
parecer 	VMI 	parecia
horrivelmente 	RG 	horrivelmente
com 	SP 	com
unha 	NC 	unhas
humano 	AQ 	humanas
. 	Fp 	.
o 	DA 	A
mulher 	NC 	mulher
olhar 	VMI 	olhou
o 	PP 	o
maldoso 	RG 	maldosamente
, 	Fc 	,
mostrar 	VMG 	mostrando
o 	DA 	os
dente 	NC 	dentes
esverdear 	VMP 	esverdeados
. 	Fp 	.
harry 	NP 	Harry
recuar 	VMI 	recuou
. 	Fp 	.
- 	Fg 	-
estar 	VMI 	Estou
bem 	RG 	bem
, 	Fc 	,
obrigar 	VMP 	obrigado
- 	Fg 	-
dizer 	VMI 	disse
. 	Fp 	.
- 	Fg 	-
estar 	VMI 	Estou
só 	RG 	só
... 	Fs 	...
- 	Fg 	-
harry 	NP 	HARRY
! 	Fat 	!
o 	DA 	O
qu'é 	NC 	qu'é
que 	PR 	que
pensar 	VMI 	pensas
que 	CS 	que
estar 	VMI 	estás
a 	SP 	a
fazer 	VMN 	fazer
aqui 	RG 	aqui
? 	Fit 	?
o 	DA 	O
coração 	NC 	coração
de 	SP 	de
harry 	NP 	Harry
dar 	VMI 	deu
um 	DI 	um
salto 	NC 	salto
, 	Fc 	,
assim_como 	RG 	assim_como
o 	PD 	o
de 	SP 	de
o 	DA 	a
bruxo 	NC 	bruxa
. 	Fp 	.
um 	DI 	Um
monte 	NC 	monte
de 	SP 	de
unha 	NC 	unhas
cair 	VMI 	caíram
lhe 	PP 	lhe
sobre 	SP 	sobre
o 	DA 	os
pé 	NC 	pés
e 	CC 	e
ele 	PP 	ela
praguejar 	VMI 	praguejou
, 	Fc 	,
enquanto 	RG 	enquanto
o 	DA 	o
corpo 	NC 	corpo
enorme 	AQ 	enorme
de 	SP 	de
hagrid 	NP 	Hagrid
, 	Fc 	,
o 	DA 	o
guarda 	NC 	guarda
de 	SP 	de
o 	DA 	os
campo 	NC 	campos
de 	SP 	de
hogwarts 	NP 	Hogwarts
, 	Fc 	,
se 	PP 	se
aproximar 	VMI 	aproximava
de 	SP 	de
ele 	PP 	eles
o 	DA 	a
passo 	NC 	passos
largo 	AQ 	largos
com 	SP 	com
o 	DA 	os
olho 	NC 	olhos
castanhos-escuros 	AQ 	castanhos-escuros
a 	SP 	a
faiscar 	VMN 	faiscarem
sobre 	SP 	sobre
o 	DA 	a
longo 	AQ 	longa
barba 	NC 	barba
eriçar 	VMP 	eriçada
. 	Fp 	.
- 	Fg 	-
hagrid 	NP 	Hagrid
- 	Fg 	-
gritar 	VMI 	gritou
harry 	NP 	Harry
, 	Fc 	,
aliviar 	VMP 	aliviado
. 	Fp 	.
- 	Fg 	-
eu 	PP 	Eu
estar 	VMI 	estava
perder 	VMP 	perdido
... 	Fs 	...
o 	DA 	o
pó 	NC 	pó
de 	SP 	de
floo 	NP 	Floo
... 	Fs 	...
hagrid 	NP 	Hagrid
agarrar 	VMI 	agarrou
harry 	NP 	Harry
por 	SP 	por
o 	DA 	o
cachaço 	NC 	cachaço
e 	CC 	e
puxar 	VMI 	puxou
o 	PP 	o
para 	SP 	para
longe 	RG 	longe
de 	SP 	de
o 	DA 	a
bruxo 	NC 	bruxa
, 	Fc 	,
tirar 	VMG 	tirando
lhe 	PP 	lhe
o 	DA 	o
tabuleiro 	NC 	tabuleiro
de 	SP 	de
o 	DA 	as
mão 	NC 	mãos
. 	Fp 	.
o 	DA 	Os
guincho 	NC 	guinchos
agudo 	AQ 	agudos
de 	SP 	de
o 	DA 	a
feiticeiro 	NC 	feiticeira
seguir 	VMI 	seguiram
nos 	PP 	nos
até 	RG 	até
a 	SP 	a
o 	DA 	o
fundo 	NC 	fundo
de 	SP 	de
o 	DA 	a
ruela 	NC 	ruela
serpenteante 	AQ 	serpenteante
que 	PR 	que
ir 	VMI 	ia
dar 	VMN 	dar
a 	SP 	a
um 	DI 	um
lagar 	NC 	lagar
onde 	RG 	onde
brilhar 	VMI 	brilhava
o 	DA 	o
sol 	NC 	sol
. 	Fp 	.
harry 	NP 	Harry
avistar 	VMI 	avistou
a 	SP 	a
o 	DA 	a
distância 	NC 	distância
um 	DI 	um
edifício 	NC 	edifício
de 	SP 	de
mármore 	NC 	mármore
branco 	NC 	branco
como 	CS 	como
o 	DA 	a
neve 	NC 	neve
que 	PR 	que
lhe 	PP 	lhe
ser 	VMI 	era
familiar 	AQ 	familiar
: 	Fd 	:
o 	DA 	o
banco 	NC 	banco
de 	SP 	de
gringotts 	NP 	Gringotts
. 	Fp 	.
hagrid 	NP 	Hagrid
conduzir 	VMI 	conduzira
o 	PP 	o
até 	RG 	até
a 	SP 	a
o 	DA 	a
diagon 	NP 	Diagon
- 	Fg 	-
_ 	Fz 	_
al 	NP 	Al
. 	Fp 	.
- 	Fg 	-
` 	Fe 	`
_ 	Fz 	_
tás 	RG 	tás
em 	SP 	em
um 	DI 	um
mau 	AQ 	péssimo
estado 	NC 	estado
! 	Fat 	!
- 	Fg 	-
dizer 	VMI 	disse
hagrid 	NP 	Hagrid
brusco 	RG 	bruscamente
, 	Fc 	,
sacudir 	VMG 	sacudindo
lhe 	PP 	lhe
o 	DA 	a
fuligem 	NC 	fuligem
com 	SP 	com
tanto 	DI 	tanta
força 	NC 	força
que 	PR 	que
harry 	NP 	Harry
quase 	RG 	quase
cair 	VMI 	caiu
em 	SP 	em
um 	DI 	um
barril 	NC 	barril
de 	SP 	de
estrume 	NC 	estrume
de 	SP 	de
dragão 	NC 	dragão
que 	PR 	que
se 	PP 	se
encontrar 	VMI 	encontrava
a 	SP 	a
o 	DA 	a
porta 	NC 	porta
de 	SP 	de
um 	DI 	um
boticário 	NC 	boticário
. 	Fp 	.
- 	Fg 	-
a 	SP 	A
fugir 	VMN 	fugir
, 	Fc 	,
em 	SP 	em
o 	DA 	a
rua 	NP 	Rua
* 	Fz 	*
_ 	Fz 	_
bativolta 	NP 	Bativolta
* 	Fz 	*
, 	Fc 	,
eu 	PP 	eu
não 	RN 	não
conhecer 	VMI 	conheço
esse 	DD 	esse
lugar 	NC 	lugar
finório 	AQ 	finório
, 	Fc 	,
harry 	NP 	Harry
, 	Fc 	,
não 	RN 	não
querer 	VMI 	quero
que 	CS 	que
ninguém 	PI 	ninguém
te 	PP 	te
ver 	VMS 	veja
aqui 	RG 	aqui
em 	SP 	em
baixo 	AQ 	baixo
. 	Fp 	.
- 	Fg 	-
já 	RG 	Já
perceber 	VMI 	percebi
- 	Fg 	-
dizer 	VMI 	disse
harry 	NP 	Harry
, 	Fc 	,
baixar 	VMG 	baixando
se 	PP 	se
quando 	RG 	quando
hagrid 	NP 	Hagrid
fazer 	VMI 	fez
menção 	NC 	menção
de 	SP 	de
o 	DA 	o
escovar 	VMN 	escovar
melhor 	AQ 	melhor
. 	Fp 	.
- 	Fg 	-
já 	RG 	Já
te 	PP 	te
dizer 	VMI 	disse
que 	CS 	que
estar 	VMI 	estava
perder 	VMP 	perdido
. 	Fp 	.
e 	CC 	E
o 	PD 	o
que 	PR 	que
É_que 	RG 	é_que
tu 	PP 	tu
fazer 	VMI 	fazes
aqui 	RG 	aqui
? 	Fit 	?
- 	Fg 	-
` 	Fe 	`
_ 	Fz 	_
tou 	NP 	Tou
a 	SP 	a
o 	DA 	a
procura 	NC 	procura
d'um 	AQ 	d'um
repelente 	AQ 	repelente
para 	SP 	para
o 	DA 	as
lesma 	NC 	lesmas
comedor 	AQ 	comedoras
de 	SP 	de
legume 	NC 	legumes
- 	Fg 	-
resmungar 	VMI 	resmungou
hagrid 	NP 	Hagrid
. 	Fp 	.
- 	Fg 	-
` 	Fe 	`
_ 	Fz 	_
tão 	RG 	tão
a 	SP 	a
destruir 	VMN 	destruir
o 	DA 	as
couve 	NC 	couves
todo 	DI 	todas
de 	SP 	de
o 	DA 	a
escola 	NC 	escola
. 	Fp 	.
tu 	PP 	Tu
não 	RN 	não
estar 	VMI 	estás
só 	AQ 	sozinho
? 	Fit 	?
- 	Fg 	-
estar 	VMI 	Estou
em 	SP 	em
casa 	NC 	casa
de 	SP 	de
o 	DA 	os
weasley 	NP 	Weasley
, 	Fc 	,
mas 	CC 	mas
separar 	VMI 	separámo
nos 	PP 	nos
explicar 	VMI 	explicou
harry 	NP 	Harry
. 	Fp 	.
- 	Fg 	-
ter 	VMI 	Tenho
que 	CS 	que
o 	DA 	os
encontrar 	VMN 	encontrar
. 	Fp 	.
descer 	VMI 	Desceram
junto 	AQ 	juntos
o 	DA 	a
rua 	NC 	rua
. 	Fp 	.
- 	Fg 	-
por_que 	PR 	Por_que
É_que 	RG 	é_que
nunca 	RG 	nunca
responder 	VMI 	respondeste
a 	SP 	a
o 	DA 	as
meu 	DP 	minhas
carta 	NC 	cartas
? 	Fit 	?
- 	Fg 	-
perguntar 	VMI 	perguntou
hagrid 	NP 	Hagrid
, 	Fc 	,
enquanto 	RG 	enquanto
harry 	NP 	Harry
correr 	VMI 	corria
para 	SP 	para
o 	DA 	o
acompanhar 	VMN 	acompanhar
( 	Fpa 	(
ter 	VMI 	tinha
de 	SP 	de
dar 	VMN 	dar
3 	Z 	três
passo 	NC 	passos
por 	SP 	por
cada 	DI 	cada
enorme 	AQ 	enorme
passar 	VMP 	passada
de 	SP 	de
hagrid 	NP 	Hagrid
) 	Fpt 	)
. 	Fp 	.
harry 	NP 	Harry
explicar 	VMI 	explicou
lhe 	PP 	lhe
tudo 	PI 	tudo
sobre 	SP 	sobre
dobby 	NP 	Dobby
e 	CC 	e
o 	DA 	os
dursleys 	NP 	Dursleys
. 	Fp 	.
- 	Fg 	-
malditos_muggles 	NP 	Malditos_Muggles
- 	Fg 	-
rugir 	VMI 	rugiu
hagrid 	NP 	Hagrid
. 	Fp 	.
- 	Fg 	-
s'eu 	NP 	S'eu
ter 	VMS 	tivesse
saber 	VMP 	sabido
... 	Fs 	...
- 	Fg 	-
harry 	NP 	Harry
! 	Fat 	!
harry 	NP 	Harry
! 	Fat 	!
aqui 	RG 	Aqui
! 	Fat 	!
harry 	NP 	Harry
olhar 	VMI 	olhou
para_cima 	RG 	para_cima
e 	CC 	e
ver 	VMI 	viu
hermione_granger 	NP 	Hermione_Granger
em 	SP 	em
o 	DA 	o
topo 	NC 	topo
de 	SP 	de
o 	DA 	a
escadaria 	NC 	escadaria
de 	SP 	de
gringotts 	NP 	Gringotts
. 	Fp 	.
descer 	VMI 	Desceu
para 	SP 	para
vir 	VMN 	vir
a 	SP 	a
o 	DA 	o
encontro 	NC 	encontro
de 	SP 	de
ele 	PP 	ele
, 	Fc 	,
o 	DA 	o
cabelo 	NC 	cabelo
castanho 	AQ 	castanho
de 	SP 	de
caracol 	NC 	caracóis
, 	Fc 	,
a 	SP 	a
esvoaçar 	VMN 	esvoaçar
atrás 	RG 	atrás
de 	SP 	de
ele 	PP 	ela
. 	Fp 	.
- 	Fg 	-
o 	PD 	O
que 	PR 	que
acontecer 	VMI 	aconteceu
a 	SP 	a
o 	DA 	os
teu 	DP 	teus
óculo 	NC 	óculos
? 	Fit 	?
olá_hagrid 	NP 	Olá_Hagrid
... 	Fs 	...
oh 	I 	Oh
, 	Fc 	,
ser 	VMI 	é
maravilhoso 	AQ 	maravilhoso
ver 	VMN 	ver
vos 	PP 	vos
outra_vez 	RG 	outra_vez
. 	Fp 	.
vir 	VMI 	Vens
o 	DA 	a
gringotts 	NP 	Gringotts
, 	Fc 	,
harry 	NP 	Harry
? 	Fit 	?
- 	Fg 	-
logo_que 	RG 	Logo_que
encontrar 	VMS 	encontre
o 	DA 	os
weasley 	NP 	Weasley
- 	Fg 	-
responder 	VMI 	respondeu
ele 	PP 	ele
. 	Fp 	.
- 	Fg 	-
não 	RN 	Não
ir 	VMI 	vais
ter 	VMN 	ter
d'esperar 	VMN 	d'esperar
muito 	RG 	muito
- 	Fg 	-
rir 	VMI 	riu
se 	PP 	se
hagrid 	NP 	Hagrid
. 	Fp 	.
harry 	NP 	Harry
e 	CC 	e
hermione 	NP 	Hermione
olhar 	VMI 	olharam
em 	SP 	em
volta 	NC 	volta
. 	Fp 	.
subir 	VMG 	Subindo
o 	DA 	a
rua 	NC 	rua
, 	Fc 	,
em 	SP 	em
o 	DA 	o
meio 	NC 	meio
de 	SP 	de
o 	DA 	a
multidão 	NC 	multidão
, 	Fc 	,
vir 	VMI 	vinham
ron 	NP 	Ron
, 	Fc 	,
fred 	NP 	Fred
, 	Fc 	,
george 	NP 	George
, 	Fc 	,
percy 	NP 	Percy
e 	CC 	e
mr._weasley 	NP 	Mr._Weasley
. 	Fp 	.
- 	Fg 	-
harry 	NP 	Harry
- 	Fg 	-
chamar 	VMI 	chamou
mr._weasley 	NP 	Mr._Weasley
, 	Fc 	,
ofegante 	AQ 	ofegante
. 	Fp 	.
- 	Fg 	-
ter 	VMI 	Tínhamos
esperança 	NC 	esperança
que 	PR 	que
só 	RG 	só
ter 	VMS 	tivesses
ir 	VMP 	ido
um 	DI 	um
fogão 	NC 	fogão
mais 	RG 	mais
longe 	RG 	longe
... 	Fs 	...
- 	Fg 	-
passar 	VMI 	passou
um 	DI 	um
pano 	NC 	pano
em 	SP 	em
o 	DA 	a
seu 	DP 	sua
calva 	NC 	calva
reluzente 	AQ 	reluzente
. 	Fp 	.
- 	Fg 	-
o 	DA 	A
molly 	NP 	Molly
estar 	VMI 	está
nervoso 	AQ 	nervosíssima
, 	Fc 	,
aí 	RG 	aí
vir 	VMI 	vem
ele 	PP 	ela
. 	Fp 	.
- 	Fg 	-
onde 	RG 	Onde
É_que 	RG 	é_que
tu 	PP 	tu
sair 	VMI 	saíste
? 	Fit 	?
- 	Fg 	-
perguntar 	VMI 	perguntou
o 	DA 	o
ron 	NP 	Ron
. 	Fp 	.
- 	Fg 	-
em 	SP 	Em
o 	DA 	a
rua 	NP 	Rua
* 	Fz 	*
_ 	Fz 	_
bativolta 	NP 	Bativolta
* 	Fz 	*
- 	Fg 	-
dizer 	VMI 	disse
o 	DA 	o
hagrid 	NP 	Hagrid
, 	Fc 	,
com 	SP 	com
um 	DI 	um
ar 	NC 	ar
sério 	AQ 	sério
. 	Fp 	.
- 	Fg 	-
sensacional 	NP 	Sensacional
! 	Fat 	!
- 	Fg 	-
exclamar 	VMI 	exclamaram
fred 	NP 	Fred
e 	CC 	e
george 	NP 	George
ao_mesmo_tempo 	RG 	ao_mesmo_tempo
. 	Fp 	.
- 	Fg 	-
nunca 	RG 	Nunca
nos 	PP 	nos
dar 	VMI 	deram
autorização 	NC 	autorização
para 	SP 	para
lá 	RG 	lá
ir 	VMN 	ir
- 	Fg 	-
dizer 	VMI 	disse
o 	DA 	o
ron 	NP 	Ron
com 	SP 	com
um 	DI 	uma
pontinha 	NC 	pontinha
de 	SP 	de
inveja 	NC 	inveja
. 	Fp 	.
- 	Fg 	-
e 	CC 	E
fazer 	VMI 	fizeram
muito 	RG 	muito
bem 	RG 	bem
- 	Fg 	-
grunhir 	VMI 	grunhiu
hagrid 	NP 	Hagrid
. 	Fp 	.
mrs._weasley 	NP 	Mrs._Weasley
chegar 	VMI 	chegou
em 	SP 	em
aquele 	DD 	aquele
momento 	NC 	momento
a 	SP 	a
correr 	VMN 	correr
, 	Fc 	,
o 	DA 	a
mala 	NC 	mala
a 	SP 	a
balouçar 	VMN 	balouçar
em 	SP 	em
um 	DI 	uma
de 	SP 	de
o 	DA 	as
mão 	NC 	mãos
e 	CC 	e
ginny 	NP 	Ginny
quase 	RG 	quase
pendurar 	VMP 	pendurada
em 	SP 	em
o 	DA 	a
outro 	PI 	outra
. 	Fp 	.
- 	Fg 	-
oh 	I 	Oh
harry 	NP 	Harry
, 	Fc 	,
oh 	I 	oh
meu 	DP 	meu
querido 	NC 	querido
, 	Fc 	,
poder 	VMI 	podias
ter 	VMN 	ter
ir 	VMP 	ido
parar 	VMN 	parar
a 	SP 	a
qualquer 	DI 	qualquer
lugar 	NC 	lugar
... 	Fs 	...
tentar 	VMG 	Tentando
recuperar 	VMN 	recuperar
o 	DA 	o
fôlego 	NC 	fôlego
, 	Fc 	,
tirar 	VMI 	tirou
de 	SP 	de
o 	DA 	a
mala 	NC 	mala
um 	DI 	uma
grande 	AQ 	grande
escova 	NC 	escova
de 	SP 	de
roupa 	NC 	roupa
e 	CC 	e
começar 	VMI 	começou
a 	SP 	a
retirar 	VMN 	retirar
o 	DA 	a
fuligem 	NC 	fuligem
que 	PR 	que
hagrid 	NP 	Hagrid
não 	RN 	não
conseguir 	VMI 	conseguira
expulsar 	VMN 	expulsar
. 	Fp 	.
mr._weasley 	NP 	Mr._Weasley
pegar 	VMI 	pegou
em 	SP 	em
o 	DA 	os
óculo 	NC 	óculos
de 	SP 	de
harry 	NP 	Harry
, 	Fc 	,
dar 	VMI 	deu
lhe 	PP 	lhes
um 	DI 	um
toque 	NC 	toque
de 	SP 	de
vara 	NC 	varinha
e 	CC 	e
entregar 	VMI 	entregou
lhe 	PP 	lhe
o 	PP 	os
como 	RG 	como
novo 	AQ 	novos
. 	Fp 	.
- 	Fg 	-
bem 	RG 	Bem
, 	Fc 	,
ter 	VMI 	tenho
de 	SP 	de
m'ir 	VMN 	m'ir
embora 	CS 	embora
- 	Fg 	-
dizer 	VMI 	disse
hagrid 	NP 	Hagrid
cujo 	PR 	cuja
mão 	NC 	mão
estar 	VMI 	estava
a 	SP 	a
ser 	VMN 	ser
esmagar 	VMP 	esmagada
por 	SP 	por
mrs._weasley 	NP 	Mrs._Weasley
( 	Fpa 	(
-- 	Fg 	--
rua 	NC 	Rua
* 	Fz 	*
_ 	Fz 	_
bativolta 	NP 	Bativolta
* 	Fz 	*
! 	Fat 	!
se 	PP 	Se
não 	RN 	não
o 	PP 	o
ter 	VMS 	tivesses
encontrar 	VMP 	encontrado
, 	Fc 	,
hagrid 	NP 	Hagrid
! 	Fat 	!
) 	Fpt 	)
. 	Fp 	.
- 	Fg 	-
ver 	VMI 	Vemo
nos 	PP 	nos
em 	SP 	em
hogwarts 	NP 	Hogwarts
. 	Fp 	.
- 	Fg 	-
e 	CC 	E
afastar 	VMI 	afastou
se 	PP 	se
, 	Fc 	,
o 	DA 	os
ombro 	NC 	ombros
e 	CC 	e
o 	DA 	a
cabeça 	NC 	cabeça
acima 	RG 	acima
de 	SP 	de
o 	DA 	a
multidão 	NC 	multidão
que 	PR 	que
encher 	VMI 	enchia
completamente 	RG 	completamente
o 	DA 	a
rua 	NC 	rua
. 	Fp 	.
- 	Fg 	-
adivinhar 	VMI 	Adivinham
quem 	PR 	quem
eu 	PP 	eu
ver 	VMI 	vi
em 	SP 	em
o 	DA 	o
borgin 	NP 	Borgin
and 	NC 	and
burkes 	NP 	Burkes
? 	Fit 	?
- 	Fg 	-
perguntar 	VMI 	perguntou
harry_a_ron 	NP 	Harry_a_Ron
e 	CC 	e
o 	DA 	a
hermione 	NP 	Hermione
enquanto 	RG 	enquanto
subir 	VMI 	subiam
o 	DA 	as
escadaria 	NC 	escadarias
de 	SP 	de
gringotts 	NP 	Gringotts
. 	Fp 	.
- 	Fg 	-
malfoy 	NP 	Malfoy
e 	CC 	e
o 	DA 	o
pai 	NC 	pai
. 	Fp 	.
- 	Fg 	-
o 	DA 	O
lucius_malfoy 	NP 	Lucius_Malfoy
comprar 	VMI 	comprou
algum 	DI 	alguma
coisa 	NC 	coisa
? 	Fit 	?
- 	Fg 	-
perguntar 	VMI 	perguntou
interessar 	VMP 	interessado
mr._weasley 	NP 	Mr._Weasley
que 	PR 	que
estar 	VMI 	estava
atrás 	RG 	atrás
de 	SP 	de
ele 	PP 	eles
. 	Fp 	.
- 	Fg 	-
não 	RN 	Não
, 	Fc 	,
estar 	VMI 	estava
a 	SP 	a
vender 	VMN 	vender
. 	Fp 	.
- 	Fg 	-
então 	RG 	Então
estar 	VMI 	está
preocupar 	VMP 	preocupado
- 	Fg 	-
comentar 	VMI 	comentou
mr._weasley 	NP 	Mr._Weasley
com 	SP 	com
visível 	AQ 	visível
satisfação 	NC 	satisfação
. 	Fp 	.
- 	Fg 	-
ah 	I 	Ah
, 	Fc 	,
eu 	PP 	eu
adorar 	VMI 	adorava
apanhar 	VMN 	apanhar
o 	DA 	o
lucius_malfoy 	NP 	Lucius_Malfoy
em 	SP 	em
algum 	DI 	alguma
. 	Fp 	.
. 	Fp 	.
- 	Fg 	-
ter 	VMI 	Tem
cuidado 	NC 	cuidado
, 	Fc 	,
arthur 	NP 	Arthur
- 	Fg 	-
interromper 	VMI 	interrompeu
mrs._weasley 	NP 	Mrs._Weasley
enquanto 	RG 	enquanto
o 	DA 	o
gnomo 	NC 	gnomo
porteiro 	NC 	porteiro
lhe 	PP 	lhes
dar 	VMI 	dava
reverente 	RG 	reverentemente
entrada 	NC 	entrada
em 	SP 	em
o 	DA 	o
banco 	NC 	banco
. 	Fp 	.
- 	Fg 	-
isso 	PD 	Isso
ser 	VMI 	é
um 	DI 	um
problema 	NC 	problema
de 	SP 	de
família 	NC 	família
. 	Fp 	.
não 	RN 	Não
querer 	VMS 	queiras
ter 	VMN 	ter
mais 	RG 	mais
olho 	NC 	olhos
que 	CS 	que
barriga 	NC 	barriga
. 	Fp 	.
- 	Fg 	-
querer 	VMI 	Queres
dizer 	VMN 	dizer
com 	SP 	com
isso 	PD 	isso
que 	PR 	que
achar 	VMI 	achas
que 	CS 	que
eu 	PP 	eu
não 	RN 	não
chegar 	VMI 	chego
para 	SP 	para
o 	DA 	o
malfoy 	NP 	Malfoy
? 	Fit 	?
- 	Fg 	-
perguntar 	VMI 	perguntou
mr._weasley 	NP 	Mr._Weasley
, 	Fc 	,
indignar 	VMP 	indignado
, 	Fc 	,
mas 	CC 	mas
ir 	VMI 	foi
rapidamente 	RG 	rapidamente
afastar 	VMP 	afastado
de 	SP 	de
aquele 	DD 	aqueles
sentimento 	NC 	sentimentos
a 	SP 	a
o 	DA 	o
avistar 	VMN 	avistar
o 	DA 	os
pai 	NC 	pais
de 	SP 	de
hermione 	NP 	Hermione
que 	PR 	que
estar 	VMI 	estavam
de 	SP 	de
pé 	NC 	pé
, 	Fc 	,
nervoso 	RG 	nervosamente
encostar 	VMP 	encostados
a 	SP 	a
o 	DA 	o
balcão 	NC 	balcão
que 	PR 	que
acompanhar 	VMI 	acompanhava
o 	DA 	a
grande 	AQ 	grande
parede 	NC 	parede
de 	SP 	de
mármore 	NC 	mármore
, 	Fc 	,
a 	SP 	a
o 	DA 	a
espera 	NC 	espera
que 	CS 	que
hermione 	NP 	Hermione
o 	PP 	os
apresentar 	VMS 	apresentasse
. 	Fp 	.
- 	Fg 	-
mas 	CC 	Mas
você 	PP 	vocês
ser 	VMI 	são
muggles 	NP 	Muggles
! 	Fat 	!
- 	Fg 	-
dizer 	VMI 	disse
mr._weasley 	NP 	Mr._Weasley
, 	Fc 	,
encantar 	VMP 	encantado
. 	Fp 	.
- 	Fg 	-
ter 	VMI 	Temos
de 	SP 	de
tomar 	VMN 	tomar
um 	DI 	uma
bebida 	NC 	bebida
. 	Fp 	.
o 	PD 	O
que 	PR 	que
ser 	VMI 	é
isso 	PD 	isso
aí 	RG 	aí
